what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342128130210
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1342128130247
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaBrowsingPerspective",1342128133367
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1342128133375
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1342128137024
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1342128137099
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1342128137134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342128142035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342128179497
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342128184919
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342128185787
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342128188497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129647850
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129650898
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1342129652282
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129652328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129656114
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129657907
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129673850
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1342129686716
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1342129686716
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1342129686716
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129686749
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1342129686754
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1342129695261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1342129707942
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129711563
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129713536
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129735802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129760528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129761974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129763580
activated,view,com.android.ide.eclipse.ddms,20.0.0.v201206242043-391819,"com.android.ide.eclipse.ddms.views.LogCatView",1342129780498
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129789066
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129790730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129838497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129842560
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129878870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1342129903658
